1,3268,1068,135,278
2,3245,1079,168,269
3,3256,1083,167,271
4,3243,1079,187,278
5,3252,1083,188,295
6,3254,1081,181,278
7,3256,1080,181,282
8,3249,1080,204,304
9,3257,1085,187,283
10,3260,1080,186,280
11,3258,1083,193,295
12,3267,1081,176,281
13,3267,1077,192,299
14,3266,1081,180,273
15,3273,1084,175,257
16,3264,1079,186,275
17,3269,1082,185,269
18,3269,1079,188,274
19,3269,1081,188,280
20,3283,1080,176,264
21,3277,1081,183,278
22,3284,1081,181,289
23,3288,1081,173,261
24,3290,1080,171,273
25,3287,1078,182,288
26,3292,1078,190,302
27,3295,1081,178,286
28,3301,1080,175,283
29,3299,1081,180,293
30,3299,1077,186,292
31,3302,1080,166,248
32,3310,1083,165,258
33,3305,1080,176,276
34,3303,1082,184,287
35,3317,1077,170,276
36,3311,1080,169,277
37,3318,1082,171,266
38,3320,1077,165,279
39,3318,1079,180,288
40,3321,1082,177,267
41,3321,1078,172,276
42,3328,1082,174,284
43,3328,1075,184,314
44,3327,1077,185,298
45,3333,1079,171,268
46,3331,1083,176,274
47,3334,1081,183,283
48,3337,1083,172,256
49,3334,1081,179,271
50,3340,1080,188,305
51,3342,1079,182,290
52,3346,1080,185,316
53,3342,1076,182,296
54,3349,1080,172,269
55,3347,1082,178,277
56,3353,1078,182,291
57,3349,1080,184,285
58,3356,1079,181,297
59,3362,1079,179,288
60,3365,1081,172,281
61,3369,1080,164,282
62,3365,1079,184,299
63,3368,1076,180,290
64,3363,1079,180,276
65,3377,1083,174,286
66,3383,1081,169,284
67,3380,1078,170,276
68,3374,1079,184,290
69,3381,1085,180,277
70,3385,1081,175,272
71,3387,1080,169,282
72,3394,1080,166,284
73,3393,1080,177,303
74,3391,1078,182,299
75,3396,1079,172,285
76,3396,1081,172,278
77,3402,1078,170,304
78,3393,1076,193,308
79,3393,1079,188,297
80,3407,1083,166,267
81,3405,1079,174,286
82,3406,1077,181,309
83,3403,1077,186,298
84,3412,1080,176,277
85,3413,1083,180,283
86,3413,1083,187,288
87,3415,1078,185,288
88,3416,1083,179,272
89,3422,1084,172,268
90,3434,1077,160,286
91,3426,1079,175,287
92,3429,1076,181,298
93,3429,1078,179,287
94,3434,1083,174,283
95,3438,1078,175,285
96,3438,1083,173,290
97,3438,1079,169,280
98,3441,1079,176,295
99,3445,1075,168,282
100,3444,1082,175,286
101,3450,1080,175,291
102,3450,1079,179,295
103,3450,1079,179,271
104,3450,1083,174,259
105,3451,1080,174,275
106,3460,1080,171,287
107,3460,1079,182,295
108,3464,1079,172,284
109,3464,1085,166,261
110,3463,1084,181,275
111,3463,1082,180,295
112,3472,1075,169,283
113,3470,1080,172,289
114,3476,1078,172,287
115,3483,1079,163,285
116,3479,1080,174,297
117,3479,1077,176,286
118,3479,1083,168,268
119,3486,1079,172,292
120,3486,1082,178,292
121,3489,1080,179,293
122,3494,1081,170,270
123,3491,1083,168,269
124,3492,1080,174,275
125,3494,1079,178,292
126,3499,1079,173,272
127,3502,1079,166,275
128,3502,1079,175,290
129,3504,1080,182,296
130,3504,1082,175,282
131,3505,1078,180,291
132,3507,1080,176,278
133,3510,1083,179,292
134,3513,1076,175,286
135,3519,1084,172,277
136,3518,1077,175,283
137,3522,1081,174,298
138,3526,1079,168,279
139,3526,1084,170,279
140,3526,1078,177,295
141,3530,1080,173,285
142,3529,1079,182,287
143,3532,1081,179,283
144,3532,1079,180,299
145,3536,1079,184,298
146,3546,1076,170,287
147,3546,1079,176,308
148,3542,1079,176,293
149,3551,1076,164,273
150,3543,1080,171,273
151,3548,1083,176,283
152,3551,1077,181,300
153,3557,1077,172,292
154,3559,1076,174,290
155,3559,1079,174,289
156,3560,1078,188,319
157,3565,1079,173,297
158,3570,1076,165,282
159,3564,1076,178,304
160,3568,1076,181,308
161,3570,1075,178,304
162,3573,1078,173,280
163,3574,1081,174,293
164,3578,1077,167,272
165,3575,1079,168,279
166,3583,1082,171,289
167,3583,1080,167,271
168,3589,1081,166,274
169,3584,1079,167,275
170,3592,1080,167,274
171,3587,1080,173,280
172,3593,1081,177,293
173,3592,1077,181,286
174,3599,1079,163,263
175,3590,1077,183,288
176,3602,1082,172,284
177,3606,1080,168,296
178,3605,1078,179,303
179,3608,1076,172,288
180,3603,1080,189,300
181,3608,1079,176,289
182,3612,1076,178,291
183,3611,1081,187,307
184,3618,1076,174,302
185,3616,1077,177,295
186,3621,1080,181,303
187,3616,1079,181,299
188,3624,1075,174,295
189,3619,1078,192,300
190,3625,1081,173,278
191,3633,1077,174,301
192,3632,1080,176,279
193,3630,1080,186,300
194,3635,1077,181,291
195,3637,1079,174,274
196,3640,1082,173,288
197,3643,1078,174,290
198,3643,1083,182,296
199,3647,1076,174,291
200,3646,1083,182,289
