1,1946,1365,65,39
2,1956,1364,64,40
3,1962,1371,65,41
4,1974,1395,66,40
5,1982,1413,67,40
6,1998,1424,69,42
7,2003,1429,71,42
8,2007,1452,74,43
9,2020,1465,75,42
10,2028,1474,77,44
11,2036,1497,78,44
12,2044,1519,79,44
13,2052,1524,79,43
14,2068,1538,80,43
15,2084,1566,85,43
16,2095,1582,89,45
17,2105,1600,93,45
18,2122,1614,96,45
19,2146,1641,100,46
20,2166,1660,106,47
21,2170,1664,111,49
22,2196,1690,115,49
23,2224,1717,123,48
24,2247,1732,129,49
25,2285,1746,136,51
26,2323,1775,146,50
27,2347,1790,154,52
28,2376,1803,162,53
29,2451,1819,156,49
30,2531,1835,154,47
31,2559,1842,158,47
32,2616,1853,161,45
33,2667,1860,160,45
34,2758,1870,147,41
35,2833,1885,140,38
36,2913,1888,124,35
37,2978,1880,110,32
38,3018,1866,102,31
39,3099,1846,79,29
40,3164,1835,63,25
41,3165,1836,69,26
42,3217,1825,59,24
43,3284,1815,49,22
44,3317,1788,48,23
45,3344,1777,49,23
46,3384,1770,48,22
47,3403,1756,50,24
48,3411,1741,57,26
49,3434,1722,57,26
50,3451,1712,61,28
51,3452,1700,65,30
52,3464,1679,68,31
53,3473,1657,71,34
54,3486,1652,75,35
55,3491,1652,79,37
56,3497,1631,79,38
57,3506,1618,84,41
58,3510,1612,92,44
59,3520,1603,95,47
60,3529,1587,97,48
61,3533,1574,101,51
62,3532,1570,107,54
63,3538,1557,107,56
64,3552,1546,106,57
65,3552,1543,109,57
66,3560,1540,110,59
67,3565,1529,110,59
68,3579,1512,109,59
69,3589,1507,110,61
70,3588,1505,112,61
71,3584,1499,117,64
72,3600,1488,113,62
73,3604,1492,115,63
74,3602,1472,113,62
